FileName,Dataset,text,label2a,Starting,Ending
common_voice_en_493132,Common Voice,The fool flew all the way up here in a blizzard.,1,,
common_voice_en_564596,Common Voice,"Penny wise, pound foolish.",1,,
common_voice_en_21505281,Common Voice,She blackmails the homosexual Baron into fathering a child with her.,0,,
common_voice_en_19536964,Common Voice,Penza Oblast is part of the Volga economic region.,0,,
common_voice_en_17277330,Common Voice,"Oh okay, I see.",0,,
common_voice_en_153421,Common Voice,Don't hurt my finger again.,0,,
common_voice_en_18414158,Common Voice,You yellow giant thing of the frost.,1,,
common_voice_en_2020928,Common Voice,The letter said that the payment was delayed.,0,,
common_voice_en_17817073,Common Voice,"Penny wise, pound foolish.",1,,
common_voice_en_587309,Common Voice,I accuse this man of being a faker!,1,,
common_voice_en_19624670,Common Voice,But I had had my way in the world.,0,,
common_voice_en_17903405,Common Voice,One man's meat is another man's poison.,0,,
common_voice_en_21874498,Common Voice,"Most Maranaos, however, do not know Arabic beyond its religious use.",0,,
common_voice_en_22261753,Common Voice,"He behaves normally, but becomes a raging maniac whenever he encounters a clock.",1,,
common_voice_en_17250702,Common Voice,"Wow, this is a nice table!",0,,
common_voice_en_481638,Common Voice,There's a group of unruly teens bumming around in your garden.,1,,
common_voice_en_20190201,Common Voice,They do not seem to recognize that they have a mental illness.,0,,
common_voice_en_525102,Common Voice,I'll kill both of them!,1,,
common_voice_en_5666029,Common Voice,"Penny wise, pound foolish.",1,,
common_voice_en_19351014,Common Voice,The Sun and Earth were used as references for attitude stabilization.,0,,
common_voice_en_17689715,Common Voice,"""What a load of trash"", Sarah opined.",1,,
common_voice_en_20516933,Common Voice,Elites are those who make decisions in the hierarchical institutional systems of modern society.,0,,
common_voice_en_19231053,Common Voice,Parallax measurements place it at a distance of from the Sun.,0,,
common_voice_en_19478645,Common Voice,R and B National Recording Artist Nacole Rice was born in Sumner County.,0,,
common_voice_en_314379,Common Voice,What did you do it for?,0,,
common_voice_en_20130937,Common Voice,"The beards of peasants were burned, their wives and daughters raped.",0,,
common_voice_en_17731028,Common Voice,A penny wise and a pound foolish.,1,,
common_voice_en_15733631,Common Voice,"Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.",0,,
common_voice_en_21186648,Common Voice,"They settled in the small rural community of Reach, Ontario.",0,,
common_voice_en_19647820,Common Voice,Benton County became one of nine organized counties.,0,,
common_voice_en_18161907,Common Voice,A bully is always a coward.,1,,
common_voice_en_18117149,Common Voice,Her purse was full of useless trash.,1,,
common_voice_en_693306,Common Voice,He who wronged you will hate you.,0,,
common_voice_en_19176703,Common Voice,The comment was attacked by the conservative media.,0,,
common_voice_en_124199,Common Voice,Keep your shirt on.,0,,
common_voice_en_100433,Common Voice,Why don't you shut up!,1,,
common_voice_en_18765838,Common Voice,Knowing the color type and magnitudes lets astronomers determine the distance of a star.,0,,
common_voice_en_17274169,Common Voice,Backface culling is a common trick to accelerate Three-D rendering.,0,,
common_voice_en_17432853,Common Voice,Have you the key?,0,,
common_voice_en_37616,Common Voice,She's on the air.,0,,
common_voice_en_38821,Common Voice,I often wish you weren't such a stinker.,1,,
common_voice_en_18436530,Common Voice,"Oh, about ten swallows; say sixteen medium-sized gulps.",0,,
common_voice_en_111682,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_19798552,Common Voice,California Punk band Nofx released a live album called I Heard They Suck Live!!,0,,
common_voice_en_637121,Common Voice,"You'll live, and you'll learn that a man shouldn't be so stupid.",0,,
common_voice_en_13547243,Common Voice,My husband revealed he was homosexual.,0,,
common_voice_en_18758224,Common Voice,"In his third game, Brolin came up against his old club Leeds.",0,,
common_voice_en_17260112,Common Voice,"The grim reaper is waiting for you, reckless driver!",1,,
common_voice_en_18510342,Common Voice,"Once I've started, I can't seem to stop.",0,,
common_voice_en_17267784,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_18336203,Common Voice,"You were looking squeamish this afternoon, he began.",0,,
common_voice_en_561233,Common Voice,Wasting my time listening to this mad hatter.,1,,
common_voice_en_22304191,Common Voice,"In this configuration, the circuit behaves as a ""high-pass filter"".",0,,
common_voice_en_18421967,Common Voice,"Our family always hated cats: nasty, low, vulgar things!",1,,
common_voice_en_607775,Common Voice,I've got to get Katie out of jail!,0,,
common_voice_en_671835,Common Voice,I don't want to kill anybody.,0,,
common_voice_en_18078801,Common Voice,Are you ready to hear my counterargument?,0,,
common_voice_en_491989,Common Voice,A group eats together at a candlelit restaurant.,0,,
common_voice_en_610024,Common Voice,Maybe he really is a fool.,1,,
common_voice_en_19239332,Common Voice,"YouÔÇÖll not go, then?",0,,
common_voice_en_577462,Common Voice,The play seems dull and quite stupid.,1,,
common_voice_en_578624,Common Voice,"""In a way, so am I,"" he said.",0,,
common_voice_en_514695,Common Voice,I was wondering if you could tell me a bit more about what it's like to live and work there. ,0,,
common_voice_en_201786,Common Voice,You're worth more dead than alive.,1,,
common_voice_en_17958639,Common Voice,Money makes the man.,0,,
common_voice_en_22934285,Common Voice,It is the fourth largest river gorge in the Eastern United States.,0,,
common_voice_en_18143975,Common Voice,"What do you expect from a pig, but a grunt?",0,,
common_voice_en_178559,Common Voice,Could you give me a piece of bread please?,0,,
common_voice_en_160198,Common Voice,Sure I know where she lives.,0,,
common_voice_en_597211,Common Voice,Wasting my time listening to this mad hatter.,1,,
common_voice_en_507074,Common Voice,You're losing your eye.,0,,
common_voice_en_210840,Common Voice,The usage of high information content is meaningless.,0,,
common_voice_en_17849616,Common Voice,There's a group of unruly teens bumming around in your garden.,1,,
common_voice_en_172745,Common Voice,"Then suddenly, they kneel and die.",0,,
common_voice_en_21102052,Common Voice,How stupid of me!,0,,
common_voice_en_17909064,Common Voice,"The grim reaper is waiting for you, reckless driver!",1,,
common_voice_en_17793979,Common Voice,The castle was built in the early sixteenth century.,0,,
common_voice_en_20589517,Common Voice,"The album was promoted by the lead single ""Night Like This"".",0,,
common_voice_en_1276,Common Voice,You've got the brain of a pancake.,1,,
common_voice_en_34641,Common Voice,It would kill you.,0,,
common_voice_en_490262,Common Voice,Adam is a crook.,1,,
common_voice_en_19999735,Common Voice,All tracks written by David Gedge except as noted.,0,,
common_voice_en_73885,Common Voice,Are they twins or just normal siblings?,0,,
common_voice_en_600532,Common Voice,Let me touch you!,0,,
common_voice_en_17377800,Common Voice,"Jeez, you look stoned!",1,,
common_voice_en_183084,Common Voice,He'll drive you batty!,0,,
common_voice_en_642311,Common Voice,"""Sit down, and let me treat you to something,"" said the boy.",0,,
common_voice_en_17953302,Common Voice,The hell you say!,1,,
common_voice_en_528297,Common Voice,This crazy llama spit in my face.,1,,
common_voice_en_17281195,Common Voice,"Jeez, you look stoned!",1,,
common_voice_en_22124127,Common Voice,He was left to the care of his maternal great-grandmother and his paternal aunt.,0,,
common_voice_en_17520210,Common Voice,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
common_voice_en_24017748,Common Voice,"Members of the band also played in The Explosion, Fastbreak, and Panic.",0,,
common_voice_en_23992851,Common Voice,Closser and an injury to backup Todd Greene.,0,,
common_voice_en_19010699,Common Voice,The campaign espouses several principles in favour of lowering the voting age.,0,,
common_voice_en_23960061,Common Voice,"He is dim-witted, vain and clownish.",1,,
common_voice_en_18403774,Common Voice,I remember Augustus mentioning it in his speech.,0,,
common_voice_en_19374882,Common Voice,"It was followed by a limited-edition single called ""An Escalator to Christmas"".",0,,
common_voice_en_512162,Common Voice,He understands the forces of nature.,0,,
common_voice_en_19753081,Common Voice,This was what occurred in the Caryl Chessman case in California.,0,,
common_voice_en_20802222,Common Voice,David Mitchell was handed the caretakers role for the rest of the season.,0,,
common_voice_en_616149,Common Voice,Take your paws off me!,1,,
common_voice_en_158517,Common Voice,Last time I was in Australia Anne was in diapers.,0,,
common_voice_en_17393461,Common Voice,Every cock crows loud on his own dunghill.,0,,
common_voice_en_19453773,Common Voice,They cense with stinking smoke from the soles of old shoes.,0,,
common_voice_en_17745440,Common Voice,I had no idea.,0,,
common_voice_en_63911,Common Voice,Monkeys smile when they are scared.,0,,
common_voice_en_14738,Common Voice,Let me comb your hair.,0,,
common_voice_en_534573,Common Voice,He remembered the sword.,0,,
common_voice_en_23367717,Common Voice,"She was quoted as saying, This man is a flamboyant homosexual.",0,,
common_voice_en_598366,Common Voice,Carry the pail to the wall and spill it there.,0,,
common_voice_en_624857,Common Voice,Have Liv call me in the restaurant in twenty minutes.,0,,
common_voice_en_19510680,Common Voice,"Invesco Perpetual was founded by Sir Martyn Arbib as ""Perpetual"".",0,,
common_voice_en_18116599,Common Voice,"Hey look, a flying pig!",0,,
common_voice_en_17821,Common Voice,"They blow across the world without a birthplace, and with no place to die.",0,,
common_voice_en_23646951,Common Voice,He hit his head so hard that the shaft bent.,0,,
common_voice_en_16665691,Common Voice,"Jeez, you look stoned!",1,,
common_voice_en_489132,Common Voice,"""He lives at the Al-Fayoum oasis,"" his friend had said.",0,,
common_voice_en_22377809,Common Voice,"The name is derived from Yiddish ""esst, kinder"", meaning ""eat, children"".",0,,
common_voice_en_512977,Common Voice,Most meteorites are more or less rounded.,0,,
common_voice_en_17290529,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_40866,Common Voice,Let me out of here!,0,,
common_voice_en_17991568,Common Voice,"The grim reaper is waiting for you, reckless driver!",1,,
common_voice_en_20120144,Common Voice,"ÔÇÿA little, if you please,ÔÇÖ replied Mary.",0,,
common_voice_en_21777046,Common Voice,It also broadcast over the Internet and on a few shortwave frequencies.,0,,
common_voice_en_17285512,Common Voice,How did you know that?,0,,
common_voice_en_139948,Common Voice,Typical American that can keep his mouth shut.,1,,
common_voice_en_17329602,Common Voice,"The grim reaper is waiting for you, reckless driver!",1,,
common_voice_en_17910638,Common Voice,"She outed herself as lesbian last year, didn't you hear?",0,,
common_voice_en_19950977,Common Voice,She began to import materials from Germany.,0,,
common_voice_en_17452550,Common Voice,"Penny wise, pound foolish.",1,,
common_voice_en_163686,Common Voice,Are you going to live with your mother?,0,,
common_voice_en_15904705,Common Voice,A bully is always a coward.,1,,
common_voice_en_66398,Common Voice,A man fires a sub machine gun on a firing range,0,,
common_voice_en_20386800,Common Voice,Most of the settlements in the municipality have an ethnic Serb majority.,0,,
common_voice_en_17785853,Common Voice,"Okay, there is not a lot to do at the moment.",0,,
common_voice_en_135394,Common Voice,"Yours sincerely, satan.",0,,
common_voice_en_19809280,Common Voice,However Glasgowbury is not on anymore.,0,,
common_voice_en_17628050,Common Voice,"The grim reaper is waiting for you, reckless driver!",1,,
common_voice_en_261778,Common Voice,They felt gay when the ship arrived in port.,0,,
common_voice_en_20110035,Common Voice,Ms. Mounds is known for her extremely large breast implants.,0,,
common_voice_en_122873,Common Voice,Sunday is the best part of the week.,0,,
common_voice_en_17739728,Common Voice,What a dreadful rash you have on your legs!,0,,
common_voice_en_19152028,Common Voice,"A girl comes up to Ralph Meeker, I make her a nympho.",1,,
common_voice_en_146031,Common Voice,I'm through listening to you!,0,,
common_voice_en_609718,Common Voice,Thanks ever so much for the bag.,0,,
common_voice_en_566708,Common Voice,Now I will drift gently off to dreamland.,0,,
common_voice_en_677498,Common Voice,Let me comb your hair.,0,,
common_voice_en_17286233,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_20391817,Common Voice,"She is moored on Lake Union, in Seattle, Washington, for restoration.",0,,
common_voice_en_21563582,Common Voice,Many asymmetric variants exist.,0,,
common_voice_en_262481,Common Voice,"Yesterday, he went to an STD clinic to test for herpes.",0,,
common_voice_en_21994592,Common Voice,Firefox,0,,
common_voice_en_18667991,Common Voice,"Sit down, you dancing, prancing, shambling, scrambling parrot!",1,,
common_voice_en_104766,Common Voice,The terror was palpable.,0,,
common_voice_en_20357817,Common Voice,Productions of the opera have been rare.,0,,
common_voice_en_17249149,Common Voice,"Darling, we've run out of avocados!",0,,
common_voice_en_37245,Common Voice,That woman is gonna be on that roof.,0,,
common_voice_en_126272,Common Voice,She's a feisty little ferret.,0,,
common_voice_en_620477,Common Voice,I think you're crazy.,1,,
common_voice_en_19510129,Common Voice,The party is led by Samresh Singh.,0,,
common_voice_en_21070711,Common Voice,Middletown has three regular news outlets.,0,,
common_voice_en_17451144,Common Voice,"In another year, maybe I can help.",0,,
common_voice_en_18326324,Common Voice,"Then he shouted, Shut up.",1,,
common_voice_en_17911860,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_670592,Common Voice,Henderson was taking it in.,0,,
common_voice_en_19267130,Common Voice,Black slave Nat Turner sits in a Virginia jail awaiting execution for his crimes.,0,,
common_voice_en_28401,Common Voice,He'll drive you batty!,0,,
common_voice_en_644282,Common Voice,Don't be an idiot!,1,,
common_voice_en_520890,Common Voice,I want to book Meriton Grand Hotel Tallinn in New Jersey for four people.,0,,
common_voice_en_204674,Common Voice,Someone set fire to the trash.,0,,
common_voice_en_17514111,Common Voice,"Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.",0,,
common_voice_en_151112,Common Voice,This makes me feel funny.,0,,
common_voice_en_19649321,Common Voice,The mentally ill were typically viewed as insensitive wild animals.,1,,
common_voice_en_18538652,Common Voice,"And really, for so smart a young lady, you look too ridiculous.",1,,
common_voice_en_17914242,Common Voice,A bully is always a coward.,1,,
common_voice_en_18408604,Common Voice,Come on! Don't be such a slowcoach!,1,,
common_voice_en_108530,Common Voice,What good is money to you if you're going to die?,0,,
common_voice_en_2630,Common Voice,He is a raging alcoholic.,1,,
common_voice_en_642542,Common Voice,The everlasting Jew the wandering Jew,0,,
common_voice_en_18485282,Common Voice,"Bye-bye, sucker!",1,,
common_voice_en_23694273,Common Voice,The altar was buried six feet deep in soil of an alluvial character.,0,,
common_voice_en_204631,Common Voice,What is the benefit of the method in terms of identification accuracy?,0,,
common_voice_en_670456,Common Voice,He is a raging alcoholic.,1,,
common_voice_en_667414,Common Voice,The only shadow was that of the few scattered pine trees.,0,,
common_voice_en_18306533,Common Voice,Don't you see I hate you.,1,,
common_voice_en_426259,Common Voice,The bank pressed for payment of the debt.,0,,
common_voice_en_9382634,Common Voice,"""What a load of trash"", Sarah opined.",1,,
common_voice_en_564936,Common Voice,You've got something on your mind.,0,,
common_voice_en_17280473,Common Voice,Do you know him?,0,,
common_voice_en_18007208,Common Voice,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
common_voice_en_22072920,Common Voice,"Its headwaters begin just south of Hartsville, South Carolina.",0,,
common_voice_en_23934172,Common Voice,"He called for a renewed focus on health care, natural resources and labour standards.",0,,
common_voice_en_19537976,Common Voice,"He was assigned the tenures of Graisbach, Riedenburg and Kelheim.",0,,
common_voice_en_581405,Common Voice,A fool uttereth all his mind.,0,,
common_voice_en_17450821,Common Voice,"Penny wise, pound foolish.",1,,
common_voice_en_19673776,Common Voice,Dell then shoots and kills Hoxey.,0,,
common_voice_en_487710,Common Voice,I wonder what he wants?,0,,
common_voice_en_20347537,Common Voice,Haguri District was dissolved as a result of this merger.,0,,
common_voice_en_18680986,Common Voice,A state wide news organization is another possibility.,0,,
common_voice_en_17287874,Common Voice,"Little thieves are hanged, but great ones escape.",0,,
common_voice_en_19744413,Common Voice,Some textbooks now use the term microbiota.,0,,
common_voice_en_598303,Common Voice,The wise man is deceived once but the fool twice.,0,,
common_voice_en_30505,Common Voice,His grandfather was a snake.,0,,
common_voice_en_20322758,Common Voice,Cannon practiced plural marriage.,0,,
common_voice_en_682169,Common Voice,Why don't you shut up!,1,,
common_voice_en_17397894,Common Voice,"Nora finds herself ugly, because she has pimples.",0,,
common_voice_en_83457,Common Voice,I think you're crazy.,1,,
common_voice_en_17561841,Common Voice,"He's a regular and he's connected, but then I expect you knew that much already.",0,,
common_voice_en_23941562,Common Voice,"Although Percival never speaks, he is the connecting figure among the six personages.",0,,
common_voice_en_18456239,Common Voice,Away in a Manger.,0,,
common_voice_en_73760,Common Voice,There is no fool like an old fool.,0,,
common_voice_en_492619,Common Voice,Then you'll die in the midst of trying to realize your destiny.,0,,
common_voice_en_141850,Common Voice,You knew the whole story.,0,,
common_voice_en_19013191,Common Voice,"He was also the author of numerous scientific papers, and described many new minerals.",0,,
common_voice_en_571877,Common Voice,It was only when I got this close to it that the strangeness of it was at all evident to me.,0,,
common_voice_en_19012078,Common Voice,Stevens had by this point exited Curb Records.,0,,
common_voice_en_19947476,Common Voice,The following table is an overview of instant messaging clients that provide end-to-end encryption.,0,,
common_voice_en_131287,Common Voice,Get this car out of here!,0,,
common_voice_en_17252432,Common Voice,"The grim reaper is waiting for you, reckless driver!",1,,
common_voice_en_19243,Common Voice,I came out of it without a scratch.,0,,
common_voice_en_23905779,Common Voice,"Finally, Woyzeck stabs Marie to death by a pond.",0,,
common_voice_en_200903,Common Voice,Four hundred and fifty dollars?,0,,
common_voice_en_20049465,Common Voice,The sprinter Rachel Johncock also lives in the village.,0,,
common_voice_en_21724339,Common Voice,"During high school, Lewis worked at Riverside Country Club.",0,,
common_voice_en_20451647,Common Voice,Anger is the passion of fools; it becometh not a wise man.,0,,
common_voice_en_25979,Common Voice,"The Englishman vanished, too, gone to find the alchemist.",0,,
common_voice_en_611698,Common Voice,An injury is forgiven better than an injury revenged.,0,,
common_voice_en_625995,Common Voice,I often wish you weren't such a stinker.,1,,
common_voice_en_20975241,Common Voice,"David has to sneak in and kill her, making it look like a robbery.",0,,
common_voice_en_20536843,Common Voice,Du Huan located the city near the western drain of the Chui River.,0,,
common_voice_en_146458,Common Voice,You could save that poor devil's life.,1,,
common_voice_en_23390956,Common Voice,These detailed music charts are all written or adapted by Gordon Goodwin.,0,,
common_voice_en_19519309,Common Voice,Stop being a fathead and come immediately.,1,,
common_voice_en_20581259,Common Voice,Swatragh is home to Michael Davitt Gaelic Athletic Club.,0,,
common_voice_en_209209,Common Voice,The only shadow was that of the few scattered pine trees.,0,,
common_voice_en_17885141,Common Voice,"Jeez, you look stoned!",1,,
common_voice_en_575235,Common Voice,I say we don't go out any more.,0,,
common_voice_en_18428805,Common Voice,ThatÔÇÖs just gobbledegook! Please rephrase it in plain English,0,,
common_voice_en_23117815,Common Voice,He holds it over his shoulder while sucking his thumb.,0,,
common_voice_en_18066019,Common Voice,My watch wouldn't work without a quartz resonator.,0,,
common_voice_en_23911458,Common Voice,He is venerated as the first Bishop of Malta.,0,,
common_voice_en_128132,Common Voice,No one is going to come to your rescue.,0,,
common_voice_en_20070976,Common Voice,"She was fat, full thirty-five, utterly undistinguished.",1,,
common_voice_en_156548,Common Voice,Maybe that's why they always stay close to me.,0,,
common_voice_en_19458515,Common Voice,"In an ""open chanfron"", the eyes received no protection.",0,,
common_voice_en_17787387,Common Voice,DonÔÇÖt be a fool!,1,,
common_voice_en_20801568,Common Voice,"John is extremely intelligent, even if he is retarded in his physical development.",0,,
common_voice_en_19720777,Common Voice,Keep your raptures for Harriet's face.,0,,
common_voice_en_20276426,Common Voice,Matchbox-Lesney made a miniature Wagonaire that included a sliding roof section.,0,,
common_voice_en_557323,Common Voice,You wouldn't want to kill anybody.,0,,
common_voice_en_23612397,Common Voice,"This gives it a shiny black appearance, as opposed to yellow or white.",0,,
common_voice_en_23889751,Common Voice,The shed was removed.,0,,
common_voice_en_17254799,Common Voice,"Jeez, you look stoned!",1,,
common_voice_en_17321758,Common Voice,What would you say is the difference between a language and a dialect?,0,,
common_voice_en_690528,Common Voice,Typical American that can keep his mouth shut.,1,,
common_voice_en_211874,Common Voice,I think you're crazy.,1,,
common_voice_en_19646023,Common Voice,Matt and Suzy are now married and have two children.,0,,
common_voice_en_17991831,Common Voice,"If you lie down with dogs, you'll get up with fleas.",0,,
common_voice_en_554501,Common Voice,A group of dolphins came and protected us from the sharks.,0,,
common_voice_en_19502976,Common Voice,They have also released a split record on Load Records with Viki.,0,,
common_voice_en_17884959,Common Voice,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
common_voice_en_18847629,Common Voice,"The album frequently features rapper Consequence, Q-Tip's cousin.",0,,
common_voice_en_19557439,Common Voice,"During her tennis career, she won two women's doubles Grand Slam titles.",0,,
common_voice_en_20078449,Common Voice,Bayley thought that sex was inescapably ridiculous.,1,,
common_voice_en_17932662,Common Voice,He is a scoundrel.,1,,
common_voice_en_17623687,Common Voice,Spirit animation Spirited.,0,,
common_voice_en_23375321,Common Voice,Gunn stayed with the Carolina Core for a second season.,0,,
common_voice_en_17257328,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_22762978,Common Voice,"Short metal ""clip"" barrettes are sometimes used to pull back front pieces of hair.",0,,
common_voice_en_19622683,Common Voice,The original Simpson's index hence equals the corresponding basic sum.,0,,
common_voice_en_17476707,Common Voice,"She's still staying in the maternity ward, but she's feeling much better.",0,,
common_voice_en_112121,Common Voice,You're worth more dead than alive.,1,,
common_voice_en_12724446,Common Voice,Never look a gift horse in the mouth.,0,,
common_voice_en_497052,Common Voice,Wasting my time listening to this mad hatter.,1,,
common_voice_en_17263439,Common Voice,"Alice, who the fuck is Bob?",1,,
common_voice_en_20881044,Common Voice,I expect you to die.,0,,
common_voice_en_317284,Common Voice,To be the cock in the basket to be cock of the company,0,,
common_voice_en_17248013,Common Voice,"Thou comest'well, if thou comest alone said of misfortunes.",0,,
common_voice_en_23803652,Common Voice,Beaverhill Lake is located immediately northeast of the community.,0,,
common_voice_en_21554970,Common Voice,Girls were taught to be dutiful wives and mothers.,0,,
common_voice_en_23694562,Common Voice,"That same year, the Commercial Bank of Ethiopia opened a branch in the town.",0,,
common_voice_en_18575172,Common Voice,"He took a fourth bank, and rose from that, too, a loser.",1,,
common_voice_en_20883298,Common Voice,This authority does not extend to professionals who receive licensure through non-governmental agencies.,0,,
common_voice_en_619280,Common Voice,The crowd swayed a little as I elbowed my way through.,0,,
common_voice_en_23764101,Common Voice,Talmo calls itself The Jewel of Jackson County.,0,,
common_voice_en_21398534,Common Voice,They are subdivided into small rooms.,0,,
common_voice_en_544067,Common Voice,I'm going to tell your mother on you.,0,,
common_voice_en_513012,Common Voice,Who the heck is Johnny?!,1,,
common_voice_en_17282640,Common Voice,"Hooray, we're going to Alaska!",0,,
common_voice_en_20719833,Common Voice,It is from Hosanagara or from Shimoga.,0,,
common_voice_en_22036740,Common Voice,"To find the essential prime implicants, we run along the top row.",0,,
common_voice_en_17388416,Common Voice,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
common_voice_en_679856,Common Voice,Give me the list of animated movies playing at the closest movie house,0,,
common_voice_en_23837671,Common Voice,Kearney does most of the parenting for Dick.,0,,
common_voice_en_645590,Common Voice,"Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.",0,,
common_voice_en_21310285,Common Voice,"It is used in jet fuels, gasolines, and avgas.",0,,
common_voice_en_15903608,Common Voice,Don't be so silly!,1,,
common_voice_en_17910781,Common Voice,"Penny wise, pound foolish.",1,,
common_voice_en_17297591,Common Voice,What idiot wrote this total drivel?,1,,
common_voice_en_19889955,Common Voice,"She also had guest appearances on episodes of ""Tyler Perry's House of Payne"".",0,,
common_voice_en_18061671,Common Voice,Don't spank your kids!,0,,
common_voice_en_23667379,Common Voice,"""Flannelfoot"" Boggis and Nephews, Bespoke Thieves.",0,,
common_voice_en_546051,Common Voice,Just handling them made him feel better.,0,,
common_voice_en_17362943,Common Voice,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
common_voice_en_138241,Common Voice,He was a wealthy man?,0,,
common_voice_en_19452783,Common Voice,He enjoyed traveling and making new acquaintances.,0,,
common_voice_en_19660378,Common Voice,"The etymology is Italian ""to the tooth"".",0,,
common_voice_en_15734554,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_621361,Common Voice,One of the worst crooks in town!,0,,
common_voice_en_111369,Common Voice,Don't you know that girl's very sick?,0,,
common_voice_en_76382,Common Voice,This crazy llama spit in my face.,1,,
common_voice_en_17376292,Common Voice,"Millions of years ago, our seven continents were one super-continent called Pangaea.",0,,
common_voice_en_22051688,Common Voice,He married Jane Moncure and they had no children.,0,,
common_voice_en_17390151,Common Voice,"Suddenly, Kimberly had an idea.",0,,
common_voice_en_190908,Common Voice,Let me out of here!,0,,
common_voice_en_19872224,Common Voice,Traditionally the drink is served in a tulip-shaped glass filled to the brim.,0,,
common_voice_en_22420327,Common Voice,According to historian Richard Abels King Alfred transformed the very principle of royal succession.,0,,
common_voice_en_673687,Common Voice,You're just like Father used to be.,0,,
common_voice_en_12839,Common Voice,"The Englishman vanished, too, gone to find the alchemist.",0,,
common_voice_en_640916,Common Voice,The burning fire had been extinguished.,0,,
common_voice_en_178105,Common Voice,Adam is a crook.,1,,
common_voice_en_170003,Common Voice,He's already killed three men.,0,,
common_voice_en_508499,Common Voice,Keep your shirt on.,0,,
common_voice_en_17286353,Common Voice,"""How many hens are there for one cock?"", I asked the farmer.",0,,
common_voice_en_18469753,Common Voice,YouÔÇÖre a serpent; and thereÔÇÖs no use denying it.,1,,
common_voice_en_16048324,Common Voice,"Alice, who the fuck is Bob?",1,,
common_voice_en_17811817,Common Voice,The smell of burned rags itches my nose.,0,,
common_voice_en_176799,Common Voice,Do you think your boyfriend is cheating on you?,0,,
common_voice_en_17965121,Common Voice,"Can you file these files, please?",0,,
common_voice_en_21338936,Common Voice,Some of the expertise thus gained would later influence the Dassault Rafale.,0,,
common_voice_en_15903526,Common Voice,What did you say?,0,,
common_voice_en_176830,Common Voice,You could save that poor devil's life.,1,,
common_voice_en_17274870,Common Voice,"You're not psychotic, you just wish you were?",1,,
common_voice_en_20303194,Common Voice,"Keeping his sexuality hidden from everyone else, he cruises in public toilets.",0,,
common_voice_en_20287103,Common Voice,Miles was in many ways a controversial figure.,0,,
common_voice_en_19853102,Common Voice,The Town of Oakland is served by the Coffeeville School District.,0,,
common_voice_en_692524,Common Voice,It was a litmus test.,0,,
common_voice_en_617435,Common Voice,All things come to those that wait.,0,,
common_voice_en_17386555,Common Voice,"Alice, who the fuck is Bob?",1,,
common_voice_en_20346653,Common Voice,Research into novel hydrophilic ceramic membranes has been focused on titania or zirconia.,0,,
common_voice_en_683852,Common Voice,It would kill you.,0,,
common_voice_en_15206,Common Voice,"Those women are all card sharks, don't be fooled.",1,,
common_voice_en_19691573,Common Voice,Matt fires and kills him.,0,,
common_voice_en_21901870,Common Voice,Tea and coffee are grown in the Western Highlands.,0,,
common_voice_en_23711349,Common Voice,Sheila E. is not in it.,0,,
common_voice_en_10208745,Common Voice,Wipe the grease off his dirty face.,0,,
common_voice_en_97386,Common Voice,"I'm not Batman yet, but I think it's time I start to share what I've learned to help others do the same.",0,,
common_voice_en_584896,Common Voice,Aren't you allowed to kiss back?,0,,
common_voice_en_108516,Common Voice,Take me out of here!,0,,
common_voice_en_18454226,Common Voice,Doesn't anyone else know you're a humbug?,1,,
common_voice_en_17355549,Common Voice,"Penny wise, pound foolish.",1,,
common_voice_en_30481,Common Voice,"Those women are all card sharks, don't be fooled.",1,,
common_voice_en_112386,Common Voice,It was a useful reminder to complete the task.,0,,
common_voice_en_499245,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_19513118,Common Voice,The mosque also contains a library of Islamic reference books and documents.,0,,
common_voice_en_559762,Common Voice,"Jeez, you look stoned!",1,,
common_voice_en_152961,Common Voice,"""Go and speak to the tribal chieftains,"" said the camel driver.",0,,
common_voice_en_118063,Common Voice,"Then suddenly, they kneel and die.",0,,
common_voice_en_528550,Common Voice,I don't want any part of this thing.,0,,
common_voice_en_374418,Common Voice,Her niece is a diabetic.,0,,
common_voice_en_17387408,Common Voice,"Nora finds herself ugly, because she has pimples.",0,,
common_voice_en_23385705,Common Voice,"Augustodunum was a planned foundation replacing the original oppidum Bibracte, located some away.",0,,
common_voice_en_18506319,Common Voice,She's totally obsessed.,0,,
common_voice_en_18419938,Common Voice,Does this sound right to you?,0,,
common_voice_en_62805,Common Voice,Out of the mouths of babes.,0,,
